importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 2-1 - Effects of response selection - response maintenance,fMRI; reward value; outcome phase; monetary reward; MNI; response maintenance,L,Medial PFC,,,-3,54,-9,3.23,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 2-1 - Effects of response selection - response maintenance,fMRI; reward value; outcome phase; monetary reward; MNI; response maintenance,L,Posterior cingulate cortex,,,-3,-54,15,3.86,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 2-2 - Effects of response selection - response switching,fMRI; reward value; outcome phase; monetary reward; MNI; response switching,R,Anterior insula-caudolateral OFC,,,36,27,-9,3.78,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 2-2 - Effects of response selection - response switching,fMRI; reward value; outcome phase; monetary reward; MNI; response switching,L,Dorsal anterior cingulate cortex,,,-3,21,42,4.58,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 2-2 - Effects of response selection - response switching,fMRI; reward value; outcome phase; monetary reward; MNI; response switching,R,Dorsal anterior cingulate cortex,,,3,33,36,4.71,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 2-2 - Effects of response selection - response switching,fMRI; reward value; outcome phase; monetary reward; MNI; response switching,L,Para-cingulate cortex,,,-6,12,51,5.05,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-a - Comparison between choice and imperative tasks - Choice-imperative: effects of valence of outcome (reward>punishment),fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; positive reward;,R,Medial OFC,,,9,39,-18,3.56,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-a - Comparison between choice and imperative tasks - Choice-imperative: effects of valence of outcome (reward>punishment),fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; positive reward;,L,Lateral OFC,,,-42,42,-15,4.35,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-a - Comparison between choice and imperative tasks - Choice-imperative: effects of valence of outcome (reward>punishment),fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; positive reward;,R,Central OFC,,,18,39,-9,3.43,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-b - Comparison between choice and imperative tasks - Choice-imperative: effects of response maintenance,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response maintenance,R,Medial OFC,,,3,27,-12,3.27,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-b - Comparison between choice and imperative tasks - Choice-imperative: effects of response maintenance,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response maintenance,R,Central OFC,,,24,36,-6,4.26,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-c - Comparison between choice and imperative tasks - Choice-imperative: effects of response switching,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response switching,L,Dorsal anterior cingulate cortex,,,-3,21,39,3.67,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-c - Comparison between choice and imperative tasks - Choice-imperative: effects of response switching,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response switching,R,Dorsal anterior cingulate cortex,,,6,27,33,3.76,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-c - Comparison between choice and imperative tasks - Choice-imperative: effects of response switching,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response switching,R,Dorsal anterior cingulate cortex,,,9,21,39,3.58,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-c - Comparison between choice and imperative tasks - Choice-imperative: effects of response switching,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response switching,L,Caudate nucleus,,,-6,3,0,3.78,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-c - Comparison between choice and imperative tasks - Choice-imperative: effects of response switching,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response switching,R,Caudate nucleus,,,21,0,18,3.67,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-c - Comparison between choice and imperative tasks - Choice-imperative: effects of response switching,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response switching,R,Caudate nucleus,,,15,18,3,3.92,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-c - Comparison between choice and imperative tasks - Choice-imperative: effects of response switching,fMRI; reward value; outcome phase; decision making; performance-dependent; monetary reward; MNI; response switching,R,Putamen,,,21,0,-3,3.39,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-d - Comparison between choice and imperative tasks - Conjunction of choice and imperative tasks: response maintenance,fMRI; reward value; outcome phase; monetary reward; MNI; response maintenance,R,Caudate nucleus,,,33,3,6,4.73,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-d - Comparison between choice and imperative tasks - Conjunction of choice and imperative tasks: response maintenance,fMRI; reward value; outcome phase; monetary reward; MNI; response maintenance,,Posterior cingulate cortex,,,0,-15,48,5.21,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-d - Comparison between choice and imperative tasks - Conjunction of choice and imperative tasks: response maintenance,fMRI; reward value; outcome phase; monetary reward; MNI; response maintenance,L,Lateral OFC,,,-30,42,-9,3.28,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-e - Comparison between choice and imperative tasks - Conjunction of choice and imperative tasks: response switching,fMRI; reward value; outcome phase; monetary reward; MNI; response switching,L,Anterior insula-caudolateral OFC,,,-33,21,-18,3.69,,,
+,John O Doherty,Dissociating Valence of Outcome from Behavioral Control in Human Orbital and Ventral Prefrontal Cortices,Table 3-1-e - Comparison between choice and imperative tasks - Conjunction of choice and imperative tasks: response switching,fMRI; reward value; outcome phase; monetary reward; MNI; response switching,R,Anterior insula-caudolateral OFC,,,39,24,-12,4.08,,,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,L.,Insula,,,-38,1,-10,3.17,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,L.,Amygdala/hippocampus,,,-22,-12,-15,4.14,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,L.,Post-central gyrus,40,,-63,-23,16,4.8,,0.05,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,L.,Cerebellum,,,-34,-36,-22,3.5,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,L.,Fusiform gyrus,,,-44,-47,-16,3.26,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,L.,Inferior occipital gyrus,18,,-26,-86,-14,3.78,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,R.,Medial frontal gyrus,10,,4,54,-8,3.37,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,R.,Amygdala,,,22,-5,-17,3.42,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,R.,Transverse temporal gyrus,42,,61,-17,12,3.0,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,R.,Superior temporal gyrus,21,,61,-48,10,4.02,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,R.,Precuneus,7,,4,-51,36,2.83,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 1 - Foci of maximally activated brain regions surviving low-calorie and high-calorie conjunction analysis,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive,R.,Posterior cingulate,23,,2,-60,14,3.63,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,L.,Superior frontal gyrus,8,,-24,41,40,5.61,,0.05,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,L.,Amygdala,,,-20,-1,-20,3.81,,0.0005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,L.,Parahippocampal gyrus,,,-36,-3,-18,3.66,,0.0005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,L.,Thalamus,,,-4,-12,1,5.45,,0.05,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,L.,Middle temporal gyrus,21,,-63,-43,0,3.58,,0.0005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,L.,Middle temporal gyrus,,,-48,-75,24,3.85,,0.0005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,M.,Corpus callosum,,,2,11,16,4.51,,0.05,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,M.,Cerebellum,,,0,-77,-31,4.2,,0.0005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,R.,Brainstem,,,8,-29,-41,4.53,,0.05,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,R.,Cerebellum,,,40,-42,-28,4.06,,0.0005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 2 - Foci of maximally activated brain regions in response to high-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; high calorie,R.,Middle occipital gyrus,37,,51,-66,-7,4.33,,0.0005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 3 - Foci of maximally activated brain regions in response to low-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; low calorie,L.,Superior temporal gyrus,21,,-61,-6,-1,3.89,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 3 - Foci of maximally activated brain regions in response to low-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; low calorie,L.,Parahippocampal gyrus,28,,-22,-17,-19,3.63,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 3 - Foci of maximally activated brain regions in response to low-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; low calorie,L.,Post-central gyrus,40,,-63,-24,18,3.22,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 3 - Foci of maximally activated brain regions in response to low-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; low calorie,L.,Anterior cerebellum,,,-38,-40,-22,3.37,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 3 - Foci of maximally activated brain regions in response to low-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; low calorie,L.,Lingual gyrus,,,-18,-72,-5,3.1,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 3 - Foci of maximally activated brain regions in response to low-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; low calorie,M.,Orbitofrontal gyrus,11,,0,52,-16,3.07,,0.005,
+,Killgore et al,Cortical and limbic activation during viewing of high- versus low-calorie foods,Table 3 - Foci of maximally activated brain regions in response to low-calorie foods,fMRI; outcome phase; viewing; food ; high vs low calorie food; talairach; passive; low calorie,R.,Transverse temporal gyrus,,,65,-9,10,3.34,,0.005,
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-1 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent and independent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling;positive reward,R,Putamen,,8.92,19,7,1,,,0.0005,1481
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-1 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent and independent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling;positive reward,L,Globus pallidus,,7.16,-14,1,-6,,,0.0005,443
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,L,Caudate nucleus,,5.97,-8,4,3,,,0.0005,150
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,L,Inferior parietal lobule,,6.68,-48,-52,45,,,0.0005,283
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,L,Posterior cingulate gyrus,,7.64,-2,-35,29,,,0.0005,290
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,L,Posterior cingulate sulcus,,5.35,-1,-31,47,,,0.0005,63
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,L,Medial frontal gyrus,,6.23,-6,7,53,,,0.0005,105
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,L,Middle frontal gyrus,,5.13,-19,4,59,,,0.0005,60
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,R,Cerebellum,,6.62,10,-57,-10,,,0.0005,296
+,Nieuwenhuis et al,Activity in human reward-sensitive brain areas is strongly context dependent,Table 1-2 -List of reward-sensitive brain areas revealed by contrasting the highest outcome and lowest outcome - Context dependent,fMRI; reward magnitude; reward value; outcome phase; decision making; monetary reward; high gain vs high loss; talairach; gambling; context-dependent reward;positive reward,L,Cerebellum,,6.98,-38,-51,-36,,,0.0005,92
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Caudate/NAcc,,,12,12,-1,6.24,,,218
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Putamen/NAcc,,,-18,12,-1,5.36,,,104
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Precuneus,7,,-12,-65,34,5.12,,,160
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Precuneus,19,,30,-68,31,4.97,,,118
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,,Culmen/substantia nigra,,,0,-29,-1,4.97,,,191
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Inferior frontal gyrus,9,,-59,10,24,4.47,,,80
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Inferior frontal gyrus,9,,53,5,33,4.28,,,14
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Inferior frontal gyrus,46,,-33,30,12,4.24,,,65
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Cingulate gyrus,32,,-6,25,29,4.15,,,33
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Precentral gyrus,44,,59,6,8,4.07,,,9
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Inferior parietal lobule,40,,39,-36,43,4.05,,,10
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Superior frontal gyrus,9,,-36,36,26,4.04,,,26
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Middle frontal gyrus,10,,33,39,17,3.95,,,7
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Precentral gyrus,6,,-50,2,30,3.92,,,14
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Postcentral gyrus,2,,-36,-24,40,3.86,,,7
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Inferior parietal lobule,40,,-50,-34,24,3.81,,,12
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Insula,13,,-50,-19,20,3.77,,,17
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,R,Caudate,,,24,-37,21,3.6,,,5
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - MID",anticipation phase; monetary reward; MID; fMRI; reward magnitude; talairach; performance-dependent,L,Insula,,,-45,9,0,3.53,,,5
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,R,Inferior frontal gyrus,47,,33,32,1,4.4,,,6
+,Rademacher et al,Dissociation of neural networks for anticipation and consumption of monetary and social rewards,"Table 1-1 - Brain regions activated for anticipated reward in comparison to the ""no outcome"" condition inclusively masked with the (anticipation_(hit outcome) > consumption_(hit outcome)) contrast (uncorrected p = 0.001) - SID",anticipation phase; social reward; SID; fMRI; reward magnitude; talairach; performance-dependent,L,Cerebellum/culmen,,,0,-50,-13,4.11,,,27
